CANONICAL_SMILES,REFERENCE_ID,NAME,DOI,LINK,ORGANISM,ORGANISM_PART,COCONUT_ID,MOL_FILENAME,STRUCTURAL_COMMENTS,GEO_LOCATION,LOCATION
C[C@@H]1CC[C@@]2(CO)C(C(=O)O)=CCC[C@@H]2[C@@]1(C)CCC1=COC=C1,175,Compositae,10.3390/molecules17044292,http://www.inflamnat.com/#/main/search/detail?id=175,Compositae,,,,,,
COC(=O)/C=C(\C)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CC(=O)C[C@H]12,181,Meliaceae,10.1021/np5010196,http://www.inflamnat.com/#/main/search/detail?id=181,Meliaceae,,,,,,
C=C[C@@]1(C)CC(=O)[C@H]2[C@@H](CC[C@H]3C(C)(C)[C@@H](O)CC[C@]23C)C1,182,Meliaceae,10.1021/np5010196,http://www.inflamnat.com/#/main/search/detail?id=182,Meliaceae,,,,,,
CC(=O)OC1CCC(C)=CCCC(C)=CCC2(C(C)C)CCC1(C)O2,196,Burseraceae,10.1124/mol.107.038810,http://www.inflamnat.com/#/main/search/detail?id=196,Burseraceae,,,,,,
C=CC(=C)CC[C@@H]1[C@]2(C)CCCC(C)(C)[C@H]2CC[C@]1(C)O,229, Lamiaceae,10.1055/s-2006-959559,http://www.inflamnat.com/#/main/search/detail?id=229, Lamiaceae,,,,,,
COC(=O)[C@]1(C)CCC[C@]2(C)C3=C(CC[C@@H]12)[C@@H](O)[C@H](C(C)C)CC3,252,Lamiaceae,10.1515/znc-2006-3-402,http://www.inflamnat.com/#/main/search/detail?id=252,Lamiaceae,,,,,,
CC(C)[C@@H]1CCC2=C(CC[C@H]3[C@](C)(CO)CCC[C@]23C)[C@H]1O,253,Lamiaceae,10.1515/znc-2006-3-402,http://www.inflamnat.com/#/main/search/detail?id=253,Lamiaceae,,,,,,
C=C1C(=O)O[C@]2(C)CC[C@@H]1C[C@@H]1O[C@@]1(C)CC/C=C(/C)CCC2=O,480,Fungi,10.3390/md14090160,http://www.inflamnat.com/#/main/search/detail?id=480,Fungi,,,,,,
C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O,300,Lamiaceae,10.18632/oncotarget.19249,http://www.inflamnat.com/#/main/search/detail?id=300,Lamiaceae,,,,,,
CC(C)=C[C@H]1C[C@H](C)[C@H]2CC[C@H](C)C3=C2C1=C(C)C(O)=C3O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,339,Marine,10.1016/s0024-3205(98)00229-x,http://www.inflamnat.com/#/main/search/detail?id=339,Marine,,,,,,
CC(C)C1=CC2=C(C(O)=C1O)[C@@]13CCCC(C)(C)[C@@H]1[C@H](OC3=O)[C@H]2O,349,Lamiaceae,10.1021/jf9025713,http://www.inflamnat.com/#/main/search/detail?id=349,Lamiaceae,,,,,,
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,362,Lamiaceae,10.1021/np200512a,http://www.inflamnat.com/#/main/search/detail?id=362,Lamiaceae,,,,,,
CC(=O)OC[C@@]12C[C@H]3C(=O)C(C)(C)C[C@H]3[C@]1(C)[C@@H](OC(C)=O)[C@@]1(O)C[C@H](C)[C@H](OCC3=CC=CC=C3)[C@@H]1[C@H]2OC(C)=O,369, Euphorbiaceae,10.1016/j.bmcl.2007.05.072,http://www.inflamnat.com/#/main/search/detail?id=369, Euphorbiaceae,,,,,,
CC(=O)OC[C@@]12C[C@H]3C(=O)C(C)(C)C[C@H]3[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCC3=CC=CC=C3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2OC(C)=O,370, Euphorbiaceae,10.1016/j.bmcl.2007.05.072,http://www.inflamnat.com/#/main/search/detail?id=370, Euphorbiaceae,,,,,,
CC(=O)OC[C@@]12CC3=C(C(O)=C(C)C=C3)[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCC3=CC=CC=C3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2OC(C)=O,371, Euphorbiaceae,10.1016/j.bmcl.2007.05.072,http://www.inflamnat.com/#/main/search/detail?id=371, Euphorbiaceae,,,,,,
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O)C3,420,Asteraceae,10.1002/jsfa.6287,http://www.inflamnat.com/#/main/search/detail?id=420,Asteraceae,,,,,,
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,421,Asteraceae,10.1002/jsfa.6287,http://www.inflamnat.com/#/main/search/detail?id=421,Asteraceae,,,,,,
CC1=COC2=C1C(=O)C(=O)C1=C2C=CC2=C1C=CC=C2C,429,Lamiaceae,10.1002/ptr.941,http://www.inflamnat.com/#/main/search/detail?id=429,Lamiaceae,,,,,,
CC1=CC=CC2=C1C=CC1=C2C(=O)C(=O)C2=C1OC[C@@H]2C,430,Lamiaceae,10.1038/s41598-018-26828-0,http://www.inflamnat.com/#/main/search/detail?id=430,Lamiaceae,,,,,,
C[C@H]1COC2=C1C(=O)C(=O)C1=C2C=CC2=C1CCCC2(C)C,431,Lamiaceae,10.1038/s41598-018-26828-0,http://www.inflamnat.com/#/main/search/detail?id=431,Lamiaceae,,,,,,
CC1=COC2=C1C(=O)C(=O)C1=C2C=CC2=C1CCCC2(C)C,432,Lamiaceae,10.1038/s41598-018-26828-0,http://www.inflamnat.com/#/main/search/detail?id=432,Lamiaceae,,,,,,
CC(C)[C@]1(O)[C@H](Cl)[C@@H]2O[C@]23[C@]2(O[C@H]2C[C@H]2C4=C(CC[C@@]23C)C(=O)OC4)[C@@H]1O,441,Celastraceae,10.1016/j.bcp.2008.05.018,http://www.inflamnat.com/#/main/search/detail?id=441,Celastraceae,,,,,,
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,442,Celastraceae,10.1016/j.bcp.2006.08.027,http://www.inflamnat.com/#/main/search/detail?id=442,Celastraceae,,,,,,
C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC1=C(O)C=CC(O)=C1,453,Marine,10.1371/journal.pone.0113509,http://www.inflamnat.com/#/main/search/detail?id=453,Marine,,,,,,
CC(=O)O[C@@H]1OC=C2CC[C@@H](/C(C)=C3/CCCC3(C)C)C(C)(C)[C@H]21,483,Marine,10.3390/ijms18081643,http://www.inflamnat.com/#/main/search/detail?id=483,Marine,,,,,,
CC(=O)O[C@H]1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](C[C@@H](OC(C)=O)[C@@]4(C)[C@H](CO)[C@@H]34)[C@@]2(C)C1,554,Leguminosae,10.1016/j.phytol.2018.05.010,http://www.inflamnat.com/#/main/search/detail?id=554,Leguminosae,,,,,,
C/C1=C\[C@H](OC(=O)C2=CC=CN=C2)[C@@]2(COC(=O)C3=CC=CC=C3)CC=C(C(C)(C)OO)[C@]2(C)[C@H](OC(=O)C2=CN=CC=C2)C[C@]2(C)O[C@H]2CC1,546,Ranunculaceae,10.1055/a-0598-4866,http://www.inflamnat.com/#/main/search/detail?id=546,Ranunculaceae,,,,,,
C=C[C@@]1(C)CC[C@H](/C(C)=C/C=C/C(C)(C)O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)C[C@@H]1C(=C)C,141,Marine,10.1016/j.bmcl.2011.07.092,http://www.inflamnat.com/#/main/search/detail?id=141,Marine,,,,,,
CC(=O)O[C@@H]1[C@H](O[C@H]2CC[C@H](C)[C@@]3(C)C[C@@H](/C(C)=C/CC=C(C)C)CC[C@H]23)OC[C@@H](O)[C@H]1O,142,Marine,10.1016/j.bmcl.2011.07.092,http://www.inflamnat.com/#/main/search/detail?id=142,Marine,,,,,,
CC(=O)OC[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1C[C@@H](C1=CC(=O)O[C@H]1O)O2,144,Annonaceae ,10.1371/journal.pone.0015105,http://www.inflamnat.com/#/main/search/detail?id=144,Annonaceae ,,,,,,
CC1=C2C=CC3=C(O)C(C(C)C)=CC4=C3[C@@]2(C)[C@@H](CC1=O)O4,536,Celastraceae,10.1016/j.phytochem.2018.10.001,http://www.inflamnat.com/#/main/search/detail?id=536,Celastraceae,,,,,,
COC1=C2C(=C(O)C=C1C(C)C)[C@@]1(C)CCC(=O)[C@@]3(C)O[C@]31C[C@@H]2O,537,Celastraceae,10.1016/j.phytochem.2018.10.001,http://www.inflamnat.com/#/main/search/detail?id=537,Celastraceae,,,,,,
CC(=O)C1=CC=C2C(=C1O)CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3,538,Celastraceae,10.1016/j.phytochem.2018.10.001,http://www.inflamnat.com/#/main/search/detail?id=538,Celastraceae,,,,,,
C/C(=C1\C[C@H](C2=CC(O)OC2=O)OC1=O)[C@]1(C)O[C@@]2(O)CCC=C3C(=O)O[C@H]1[C@@]32C,550,Jungermanniaceae,10.1016/j.phytochem.2018.06.013,http://www.inflamnat.com/#/main/search/detail?id=550,Jungermanniaceae,,,,,,
C/C(=C1\C[C@H](C2=CC(=O)O[C@@H]2O)OC1=O)[C@]1(C)O[C@@]2(O)CCC=C3C(=O)O[C@H]1[C@@]32C,552,Jungermanniaceae,10.1016/j.phytochem.2018.06.013,http://www.inflamnat.com/#/main/search/detail?id=552,Jungermanniaceae,,,,,,
C/C(=C1\C[C@H](C2(O)CC(O)OC2=O)OC1=O)[C@]1(C)O[C@@]2(O)CCC=C3C(=O)O[C@H]1[C@@]32C,553,Jungermanniaceae,10.1016/j.phytochem.2018.06.013,http://www.inflamnat.com/#/main/search/detail?id=553,Jungermanniaceae,,,,,,
C=C1[C@@H]2[C@@H]3O[C@@H]3C(C)(C)[C@@]2(O)[C@H](O)C[C@]23C[C@@](C)(O)[C@H](CC[C@@H]12)[C@H]3O,655,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=655,Ericaceae,,,,,,
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,656,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=656,Ericaceae,,,,,,
CC(=O)O[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H]4O[C@@H]4C(C)(C)[C@@]12O)[C@H]3O,657,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=657,Ericaceae,,,,,,
CC(=O)OC1[C@@H]2CC[C@@H]3C1(C[C@@H](OC(C)=O)[C@@]1(O)[C@@H]([C@@H]4O[C@@H]4C1(C)C)[C@]3(C)O)C[C@@]2(C)O,658,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=658,Ericaceae,,,,,,
C=C1[C@@H]2[C@@H](O)[C@H](O)C(C)(C)[C@@]2(O)[C@H](O)C[C@]23C[C@@](C)(O)[C@H](CC[C@@H]12)[C@H]3O,659,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=659,Ericaceae,,,,,,
C=C1[C@@H]2CC[C@@H]3C[C@@]2(C[C@@H](O)[C@@]2(O)[C@H]1C[C@H](O)C2(C)C)C[C@@]3(C)O,660,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=660,Ericaceae,,,,,,
CC1(C)[C@@H](O)[C@H](O)[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4C(O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,661,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=661,Ericaceae,,,,,,
CC(=O)O[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H](O)[C@H](O)C(C)(C)[C@@]12O)[C@H]3O,662,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=662,Ericaceae,,,,,,
CC(=O)O[C@@H]1[C@H]2CC[C@H]3[C@@](C)(O)[C@@H]4[C@@H](O)[C@H](O)C(C)(C)[C@@]4(O)[C@H](OC(C)=O)C[C@@]13C[C@@]2(C)O,663,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=663,Ericaceae,,,,,,
CO[C@H]1[C@H](O)C(C)(C)[C@@]2(O)[C@H](OC(C)=O)C[C@]34C[C@@](C)(O)[C@H](CC[C@H]3[C@@](C)(O)[C@H]12)[C@H]4O,664,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=664,Ericaceae,,,,,,
CC(=O)O[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H](Cl)[C@H](O)C(C)(C)[C@@]12O)[C@H]3O,665,Ericaceae,10.1021/acs.jnatprod.7b00799,http://www.inflamnat.com/#/main/search/detail?id=665,Ericaceae,,,,,,
CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](C5=COC=C5)OC(=O)[C@H]5O[C@]54[C@]3(C)[C@H](O)C[C@@H]12,460,Meliaceae,10.18632/oncotarget.19017,http://www.inflamnat.com/#/main/search/detail?id=460,Meliaceae,,,,,,
CC1=C2C(=O)O[C@@H](C3=COC=C3)[C@]2(C)CCC1,135,Rutaceae,10.1248/bpb.32.1062,http://www.inflamnat.com/#/main/search/detail?id=135,Rutaceae,,,,,,
CC(=O)OC1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CCC3(C)C(C4=COC=C4)C(=O)[C@H]4O[C@]43[C@]12C,477,Meliaceae,10.1074/jbc.m112.341321,http://www.inflamnat.com/#/main/search/detail?id=477,Meliaceae,,,,,,
C/C(=C/C(=O)C/C(C)=C/CC1=C(O)C(C)=CC(O)=C1)CCC[C@](C)(O)C(=O)/C=C/C(C)(C)O,80,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=80,Marine,,,,,,
COC1=C(C/C=C(\C)CC(=O)/C=C(/C)[C@H](O)CC[C@](C)(O)C(=O)/C=C/C(C)(C)O)C=C(O)C=C1C,81,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=81,Marine,,,,,,
C/C(=C\C(=O)C/C(C)=C/CC1=C(O)C(C)=CC(O)=C1)CCCC(C)C(=O)/C=C/C(C)(C)O,82,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=82,Marine,,,,,,
COC1=C(C/C=C(\C)CC(=O)/C=C(/C)CC/C=C(\C)CCC(O)C(C)(C)O)C=C(O)C=C1C,83,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=83,Marine,,,,,,
C/C(=C/C(=O)C/C(C)=C/CC1=C(O)C(C)=CC(O)=C1)CCCC(C)C(=O)/C=C/C(C)(C)O,84,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=84,Marine,,,,,,
COC1=C(C/C=C(\C)CC(=O)/C=C(/C)CCCC(C)C(=O)CC(O)C(C)(C)O)C=C(O)C=C1C,85,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=85,Marine,,,,,,
C/C(=C\C(=O)C/C(C)=C/CC1=C(O)C(C)=CC(O)=C1)CCCC(C)(O)C(=O)/C=C/C(C)(C)O,86,Marine,10.1021/acs.jnatprod.5b01067,http://www.inflamnat.com/#/main/search/detail?id=86,Marine,,,,,,
COC1=C(C/C=C(\C)CC(=O)/C=C(\C)CCCC2(C)OC(C)(C)C=CC2=O)C=C(O)C=C1C,338,Marine,10.1021/np300833y,http://www.inflamnat.com/#/main/search/detail?id=338,Marine,,,,,,
COC(=O)CC/C(C)=C/CC/C(C)=C/CC1=C(O)C=C(C)C(O)=C1,532,Fungi,10.1021/acs.jnatprod.7b00846,http://www.inflamnat.com/#/main/search/detail?id=532,Fungi,,,,,,
C[C@H]1O[C@@H]2OC(=O)[C@]3(C)C[C@@H]4[C@](C)(C(=O)C=C5C(=CC(=O)OC5(C)C)[C@@]45CO5)[C@H](C1=O)[C@H]23,535,Fungi,10.1016/j.phytochem.2017.11.011,http://www.inflamnat.com/#/main/search/detail?id=535,Fungi,,,,,,
COC1=C(C(C)C)C(O)=C(OC)C(C)=C1,26,Annonaceae,10.1021/np060333v,http://www.inflamnat.com/#/main/search/detail?id=26,Annonaceae,,,,,,
CC1(C)O[C@H]2CC[C@]1(C)CC2,171,Labiatae ,10.1021/jf2013265,http://www.inflamnat.com/#/main/search/detail?id=171,Labiatae ,,,,,,
CC(C)C1=CC(=O)C(O)=CC=C1,186,Cupressaceae,10.1016/j.jid.2016.11.044,http://www.inflamnat.com/#/main/search/detail?id=186,Cupressaceae,,,,,,
C=C(C)C1CC=C(C)CC1,230,Widely distributed in plant,10.1007/s10753-012-9571-1,http://www.inflamnat.com/#/main/search/detail?id=230,Widely distributed in plant,,,,,,
C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)C4=CC=CC=C4)[C@H]3C[C@@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,303,Ranunculaceae,10.3109/13880209.2014.880490,http://www.inflamnat.com/#/main/search/detail?id=303,Ranunculaceae,,,,,,
CC(C)(O)CC(=O)C1=COC=C1,533,Lamiaceae,10.1016/j.fitote.2018.08.006,http://www.inflamnat.com/#/main/search/detail?id=533,Lamiaceae,,,,,,
O=CC1=CNC2=CC=CC=C12,534,Lamiaceae,10.1016/j.fitote.2018.08.006,http://www.inflamnat.com/#/main/search/detail?id=534,Lamiaceae,,,,,,
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,33,Widely distributed in plant,10.3389/fnmol.2018.00098,http://www.inflamnat.com/#/main/search/detail?id=33,Widely distributed in plant,,,,,,
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,155,Iris division,10.1021/jf2013265,http://www.inflamnat.com/#/main/search/detail?id=155,Iris division,,,,,,
CC1=CC(O)=C(C[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O)C(O)=C1,488,Fungi,10.1016/j.intimp.2008.04.001,http://www.inflamnat.com/#/main/search/detail?id=488,Fungi,,,,,,
CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1,11,Papilionaceae_Leguminosae,10.1371/journal.pone.0076495,http://www.inflamnat.com/#/main/search/detail?id=11,Papilionaceae_Leguminosae,,,,,,
CC(C)(O)[C@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4CC[C@@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46C[C@@H](O)[C@]23C)O1,23,Ranunculaceae,10.1007/s10753-013-9738-4,http://www.inflamnat.com/#/main/search/detail?id=23,Ranunculaceae,,,,,,
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,157,Araliaceae,10.4062/biomolther.2008.16.3.277,http://www.inflamnat.com/#/main/search/detail?id=157,Araliaceae,,,,,,
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,158,Araliaceae,10.4062/biomolther.2008.16.3.277,http://www.inflamnat.com/#/main/search/detail?id=158,Araliaceae,,,,,,
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,159,Araliaceae,10.2174/092986712798992066,http://www.inflamnat.com/#/main/search/detail?id=159,Araliaceae,,,,,,
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,164,Leguminosae,10.1021/jf2013265,http://www.inflamnat.com/#/main/search/detail?id=164,Leguminosae,,,,,,
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,351,Liliaceae,10.1016/j.intimp.2011.10.018,http://www.inflamnat.com/#/main/search/detail?id=351,Liliaceae,,,,,,
CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,292,Araliaceae,10.1016/j.fct.2012.02.035,http://www.inflamnat.com/#/main/search/detail?id=292,Araliaceae,,,,,,
CC(=O)O[C@H]1CC[C@]2(C)[C@H](CC[C@@](C)(O)[C@@H]2COC2=CC3=C(C=C2)C=CC(=O)O3)C1(C)C,212,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=212,Umbelliferae,,,,,,
CC1(C)[C@H](O)CC[C@]2(C)[C@@H]1CC[C@@](C)(O)[C@@H]2COC1=CC=C2C=CC(=O)OC2=C1,213,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=213,Umbelliferae,,,,,,
CC1(C)[C@H]2CC[C@@](C)(O)[C@H](COC3=CC4=C(C=C3)C=CC(=O)O4)[C@]2(C)CC[C@@H]1O,214,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=214,Umbelliferae,,,,,,
C=C1CC[C@@H]2C(C)(C)C(=O)CC[C@@]2(C)[C@H]1COC1=CC2=C(C=C1)C=CC(=O)O2,215,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=215,Umbelliferae,,,,,,
C=C1CC[C@@H]2C(C)(C)[C@@H](O)CC[C@@]2(C)[C@H]1COC1=CC2=C(C=C1)C=CC(=O)O2,216,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=216,Umbelliferae,,,,,,
C=C1CC[C@]2(C)C(C)(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]1COC1=CC2=C(C=C1)C=CC(=O)O2,217,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=217,Umbelliferae,,,,,,
C=C1CC[C@@H](O)C(C)(C)[C@H]1CC/C(C)=C/COC1=CC2=C(C=C1)C=CC(=O)O2,218,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=218,Umbelliferae,,,,,,
C/C(=C\COC1=CC2=C(C=C1)C=CC(=O)O2)CC[C@@H]1C(C)(C)[C@H]2CC[C@]1(C)O2,219,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=219,Umbelliferae,,,,,,
CC(C)=C1CC[C@H](C)[C@](C)(COC2=CC3=C(C=C2)C=CC(=O)O3)[C@H]1CCC(=O)O,220,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=220,Umbelliferae,,,,,,
COC(=O)CC[C@H]1C(=C(C)C)CC[C@H](C)[C@]1(C)COC1=CC2=C(C=C1)C=CC(=O)O2,221,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=221,Umbelliferae,,,,,,
C/C(=C\COC1=CC2=C(C=C1)C=CC(=O)O2)CC/C=C(\C)CCC(O)C(C)(C)O,222,Umbelliferae,10.1055/s-0042-109271,http://www.inflamnat.com/#/main/search/detail?id=222,Umbelliferae,,,,,,
CC(C)=CCC/C(C)=C/CC/C(C)=C/COC1=CC2=C(C=C1)C=CC(=O)O2,223,Apiaceae,10.3109/1547691x.2015.1043606,http://www.inflamnat.com/#/main/search/detail?id=223,Apiaceae,,,,,,
C=C1CCC[C@]2(C)CC3=C(C[C@@H]12)C(C)=CO3,224,Compositae,10.1021/acs.jafc.5b05841,http://www.inflamnat.com/#/main/search/detail?id=224,Compositae,,,,,,
C=C1CCC[C@]2(C)C[C@H]3OC(=O)C(C)=C3C[C@@H]12,225,Compositae,10.1021/acs.jafc.5b05841.s001,http://www.inflamnat.com/#/main/search/detail?id=225,Compositae,,,,,,
C=C1CCC[C@]2(C)C[C@@H]3OC(=O)C(C)=C3C[C@@H]12,226,Compositae,10.1248/cpb.c15-00805,http://www.inflamnat.com/#/main/search/detail?id=226,Compositae,,,,,,
C=C1O[C@@]2(OC)C[C@@]3(C)CCCC[C@@H]3CC2=C1C,227,Compositae,10.1248/cpb.c15-00805,http://www.inflamnat.com/#/main/search/detail?id=227,Compositae,,,,,,
C=C1CCC[C@@]2(C)[C@H]1CC1=C(C)C(=O)O[C@@]1(O)[C@H]2O,228,Compositae,10.1248/cpb.c15-00805,http://www.inflamnat.com/#/main/search/detail?id=228,Compositae,,,,,,
C=C1C(=O)O[C@@H]2C/C(C)=C\CC(=O)[C@](C)(O)[C@H](OC(C)=O)[C@@H](OC(=O)CC(C)C)[C@@H]12,231,Asteraceae,10.1016/j.phymed.2014.07.019,http://www.inflamnat.com/#/main/search/detail?id=231,Asteraceae,,,,,,
